ngay,gia,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,rain_sum,lat,lon,ron95_vung1,is_update_day,thang,nam,thi_truong_Gia Lai,thi_truong_Kon Tum,thi_truong_Lâm Đồng,thi_truong_Đắk Lắk,thi_truong_Đắk Nông,lag_1,lag_2,rolling_mean_3,min_7d,max_7d,gia_chenh_lech
2023-08-30,65300.0,23.7,21.6,27.5,8.2,8.2,14.3497,108.0005,24600.0,0,8,2023,0,1,0,0,0,65200.0,65000.0,64900.0,63600.0,65200.0,100.0
2023-08-31,66100.0,23.6,22.0,26.1,12.6,12.6,14.3497,108.0005,24600.0,0,8,2023,0,1,0,0,0,65300.0,65200.0,65166.666666666664,63700.0,65300.0,800.0
2023-09-01,66100.0,24.4,22.0,28.6,3.0,3.0,14.3497,108.0005,24600.0,0,9,2023,0,1,0,0,0,66100.0,65300.0,65533.333333333336,64000.0,66100.0,0.0
2023-09-04,66000.0,24.3,21.5,28.5,5.0,5.0,14.3497,108.0005,24600.0,0,9,2023,0,1,0,0,0,66100.0,66100.0,65833.33333333333,64400.0,66100.0,-100.0
2023-09-05,66100.0,24.3,22.1,28.2,13.8,13.8,14.3497,108.0005,24870.0,1,9,2023,0,1,0,0,0,66000.0,66100.0,66066.66666666667,64500.0,66100.0,100.0
2023-09-06,65600.0,24.7,22.8,28.5,7.5,7.5,14.3497,108.0005,24870.0,0,9,2023,0,1,0,0,0,66100.0,66000.0,66066.66666666667,65000.0,66100.0,-500.0
2023-09-07,65700.0,24.6,21.2,29.6,6.6,6.6,14.3497,108.0005,24870.0,0,9,2023,0,1,0,0,0,65600.0,66100.0,65900.0,65200.0,66100.0,100.0
2023-09-08,64900.0,24.5,22.3,29.1,2.2,2.2,14.3497,108.0005,24870.0,0,9,2023,0,1,0,0,0,65700.0,65600.0,65800.0,65300.0,66100.0,-800.0
2023-09-11,64900.0,24.0,22.1,27.6,5.4,5.4,14.3497,108.0005,24870.0,1,9,2023,0,1,0,0,0,64900.0,65700.0,65400.0,64900.0,66100.0,0.0
2023-09-12,64900.0,24.2,22.4,27.5,5.7,5.7,14.3497,108.0005,24870.0,0,9,2023,0,1,0,0,0,64900.0,64900.0,65166.666666666664,64900.0,66100.0,0.0
2023-09-13,65500.0,23.4,21.6,26.1,4.0,4.0,14.3497,108.0005,24870.0,0,9,2023,0,1,0,0,0,64900.0,64900.0,64900.0,64900.0,66100.0,600.0
2023-09-14,66000.0,23.6,21.1,26.9,3.2,3.2,14.3497,108.0005,24870.0,0,9,2023,0,1,0,0,0,65500.0,64900.0,65100.0,64900.0,66100.0,500.0
2023-09-15,66400.0,23.4,21.3,27.0,6.9,6.9,14.3497,108.0005,24870.0,0,9,2023,0,1,0,0,0,66000.0,65500.0,65466.666666666664,64900.0,66000.0,400.0
2023-09-18,67600.0,24.1,20.5,28.9,2.3,2.3,14.3497,108.0005,24870.0,0,9,2023,0,1,0,0,0,66400.0,66000.0,65966.66666666667,64900.0,66400.0,1200.0
2023-09-19,67900.0,24.3,20.5,30.2,5.3,5.3,14.3497,108.0005,24870.0,0,9,2023,0,1,0,0,0,67600.0,66400.0,66666.66666666667,64900.0,67600.0,300.0
2023-09-20,67700.0,24.0,20.1,30.0,6.4,6.4,14.3497,108.0005,24870.0,0,9,2023,0,1,0,0,0,67900.0,67600.0,67300.0,64900.0,67900.0,-200.0
2023-09-21,67200.0,24.3,19.9,29.8,2.3,2.3,14.3497,108.0005,25740.0,1,9,2023,0,1,0,0,0,67700.0,67900.0,67733.33333333333,64900.0,67900.0,-500.0
2023-09-22,67200.0,24.4,20.5,29.6,1.7,1.7,14.3497,108.0005,25740.0,0,9,2023,0,1,0,0,0,67200.0,67700.0,67600.0,65500.0,67900.0,0.0
2023-09-25,66400.0,22.4,21.7,23.7,43.9,43.9,14.3497,108.0005,25740.0,0,9,2023,0,1,0,0,0,67200.0,67200.0,67366.66666666667,66000.0,67900.0,-800.0
2023-09-26,66100.0,23.9,21.5,27.8,9.7,9.7,14.3497,108.0005,25740.0,0,9,2023,0,1,0,0,0,66400.0,67200.0,66933.33333333333,66400.0,67900.0,-300.0
2023-09-27,66400.0,24.1,21.5,28.2,11.0,11.0,14.3497,108.0005,25740.0,0,9,2023,0,1,0,0,0,66100.0,66400.0,66566.66666666667,66100.0,67900.0,300.0
2023-09-28,66400.0,23.4,21.2,26.2,6.2,6.2,14.3497,108.0005,25740.0,0,9,2023,0,1,0,0,0,66400.0,66100.0,66300.0,66100.0,67900.0,0.0
2023-09-29,66400.0,23.6,20.3,29.9,19.7,19.7,14.3497,108.0005,25740.0,0,9,2023,0,1,0,0,0,66400.0,66400.0,66300.0,66100.0,67700.0,0.0
2023-10-02,66400.0,23.9,20.7,28.8,8.2,8.2,14.3497,108.0005,24840.0,1,10,2023,0,1,0,0,0,66400.0,66400.0,66400.0,66100.0,67200.0,0.0
2023-10-03,66400.0,23.7,20.3,27.2,3.7,3.7,14.3497,108.0005,24840.0,0,10,2023,0,1,0,0,0,66400.0,66400.0,66400.0,66100.0,67200.0,0.0
2023-10-04,65200.0,24.0,22.0,28.1,9.3,9.3,14.3497,108.0005,24840.0,0,10,2023,0,1,0,0,0,66400.0,66400.0,66400.0,66100.0,66400.0,-1200.0
2023-10-05,65200.0,24.2,21.7,28.9,5.2,5.2,14.3497,108.0005,24840.0,0,10,2023,0,1,0,0,0,65200.0,66400.0,66000.0,65200.0,66400.0,0.0
2023-10-06,64300.0,23.7,21.2,27.8,7.7,7.7,14.3497,108.0005,24840.0,0,10,2023,0,1,0,0,0,65200.0,65200.0,65600.0,65200.0,66400.0,-900.0
2023-10-09,64000.0,23.1,21.2,25.1,4.8,4.8,14.3497,108.0005,24840.0,0,10,2023,0,1,0,0,0,64300.0,65200.0,64900.0,64300.0,66400.0,-300.0
2023-10-10,64000.0,23.3,19.7,28.5,7.2,7.2,14.3497,108.0005,24840.0,0,10,2023,0,1,0,0,0,64000.0,64300.0,64500.0,64000.0,66400.0,0.0
2023-10-11,63800.0,24.0,19.9,29.8,9.1,9.1,14.3497,108.0005,23040.0,1,10,2023,0,1,0,0,0,64000.0,64000.0,64100.0,64000.0,66400.0,-200.0
2023-10-12,63800.0,23.9,19.7,30.2,4.4,4.4,14.3497,108.0005,23040.0,0,10,2023,0,1,0,0,0,63800.0,64000.0,63933.333333333336,63800.0,66400.0,0.0
2023-10-13,63300.0,23.2,20.2,28.0,9.5,9.5,14.3497,108.0005,23040.0,0,10,2023,0,1,0,0,0,63800.0,63800.0,63866.666666666664,63800.0,65200.0,-500.0
2023-10-16,63600.0,22.2,20.5,23.8,21.8,21.8,14.3497,108.0005,23040.0,0,10,2023,0,1,0,0,0,63300.0,63800.0,63633.333333333336,63300.0,65200.0,300.0
2023-10-17,63800.0,22.1,21.1,23.0,78.8,78.8,14.3497,108.0005,23040.0,0,10,2023,0,1,0,0,0,63600.0,63300.0,63566.666666666664,63300.0,64300.0,200.0
2023-10-18,63900.0,23.4,20.6,28.0,3.0,3.0,14.3497,108.0005,23040.0,0,10,2023,0,1,0,0,0,63800.0,63600.0,63566.666666666664,63300.0,64000.0,100.0
2023-10-19,57000.0,23.6,20.4,28.5,0.1,0.1,14.3497,108.0005,23040.0,0,10,2023,0,1,0,0,0,63900.0,63800.0,63766.666666666664,63300.0,64000.0,-6900.0
2023-10-20,58000.0,23.4,19.5,29.2,8.6,8.6,14.3497,108.0005,23040.0,0,10,2023,0,1,0,0,0,57000.0,63900.0,61566.666666666664,57000.0,63900.0,1000.0
2023-10-23,59600.0,22.6,19.0,27.6,9.8,9.8,14.3497,108.0005,23510.0,1,10,2023,0,1,0,0,0,58000.0,57000.0,59633.333333333336,57000.0,63900.0,1600.0
2023-10-30,59400.0,23.9,20.2,28.4,0.8,0.8,14.3497,108.0005,23510.0,0,10,2023,0,1,0,0,0,59600.0,58000.0,58200.0,57000.0,63900.0,-200.0
2023-10-31,58500.0,23.9,20.3,27.8,0.3,0.3,14.3497,108.0005,23510.0,0,10,2023,0,1,0,0,0,59400.0,59600.0,59000.0,57000.0,63900.0,-900.0
2023-11-01,59500.0,24.8,22.0,28.8,1.5,1.5,14.3497,108.0005,23920.0,1,11,2023,0,1,0,0,0,58500.0,59400.0,59166.666666666664,57000.0,63900.0,1000.0
2023-11-02,57600.0,24.0,20.7,28.9,3.8,3.8,14.3497,108.0005,23920.0,0,11,2023,0,1,0,0,0,59500.0,58500.0,59133.333333333336,57000.0,63900.0,-1900.0
2023-11-03,57700.0,24.3,18.8,30.9,0.0,0.0,14.3497,108.0005,23920.0,0,11,2023,0,1,0,0,0,57600.0,59500.0,58533.333333333336,57000.0,59600.0,100.0
2023-11-06,57900.0,23.9,18.4,30.9,0.3,0.3,14.3497,108.0005,23920.0,0,11,2023,0,1,0,0,0,57700.0,57600.0,58266.666666666664,57600.0,59600.0,200.0
2023-11-07,58400.0,23.5,19.8,29.5,4.4,4.4,14.3497,108.0005,23920.0,0,11,2023,0,1,0,0,0,57900.0,57700.0,57733.333333333336,57600.0,59600.0,500.0
2023-11-08,57200.0,23.2,19.5,29.4,15.6,15.6,14.3497,108.0005,23920.0,0,11,2023,0,1,0,0,0,58400.0,57900.0,58000.0,57600.0,59500.0,-1200.0
2023-11-09,57800.0,23.9,19.1,30.6,3.9,3.9,14.3497,108.0005,23920.0,0,11,2023,0,1,0,0,0,57200.0,58400.0,57833.333333333336,57200.0,59500.0,600.0
2023-11-10,58300.0,24.0,19.2,29.0,0.1,0.1,14.3497,108.0005,23920.0,0,11,2023,0,1,0,0,0,57800.0,57200.0,57800.0,57200.0,59500.0,500.0
2023-11-13,58100.0,24.2,19.8,28.2,0.0,0.0,14.3497,108.0005,23530.0,1,11,2023,0,1,0,0,0,58300.0,57800.0,57766.666666666664,57200.0,58400.0,-200.0
2023-11-14,59100.0,24.4,21.8,28.0,3.1,3.1,14.3497,108.0005,23530.0,0,11,2023,0,1,0,0,0,58100.0,58300.0,58066.666666666664,57200.0,58400.0,1000.0
2023-11-15,59000.0,24.7,21.8,28.8,0.3,0.3,14.3497,108.0005,23530.0,0,11,2023,0,1,0,0,0,59100.0,58100.0,58500.0,57200.0,59100.0,-100.0
2023-11-16,59800.0,25.0,23.0,29.1,0.3,0.3,14.3497,108.0005,23530.0,0,11,2023,0,1,0,0,0,59000.0,59100.0,58733.333333333336,57200.0,59100.0,800.0
2023-11-17,60000.0,22.8,19.0,26.4,0.0,0.0,14.3497,108.0005,23530.0,0,11,2023,0,1,0,0,0,59800.0,59000.0,59300.0,57200.0,59800.0,200.0
2023-11-20,57500.0,21.5,15.6,26.8,0.0,0.0,14.3497,108.0005,23530.0,0,11,2023,0,1,0,0,0,60000.0,59800.0,59600.0,57800.0,60000.0,-2500.0
2023-11-21,58000.0,21.3,16.8,26.6,0.0,0.0,14.3497,108.0005,23530.0,0,11,2023,0,1,0,0,0,57500.0,60000.0,59100.0,57500.0,60000.0,500.0
2023-11-22,57500.0,21.6,15.4,28.0,0.0,0.0,14.3497,108.0005,23530.0,0,11,2023,0,1,0,0,0,58000.0,57500.0,58500.0,57500.0,60000.0,-500.0
2023-11-23,57700.0,22.7,18.3,29.0,0.0,0.0,14.3497,108.0005,23020.0,1,11,2023,0,1,0,0,0,57500.0,58000.0,57666.666666666664,57500.0,60000.0,200.0
2023-11-24,57500.0,21.8,18.5,26.8,0.0,0.0,14.3497,108.0005,23020.0,0,11,2023,0,1,0,0,0,57700.0,57500.0,57733.333333333336,57500.0,60000.0,-200.0
2023-11-27,58200.0,22.4,18.2,27.8,0.0,0.0,14.3497,108.0005,23020.0,0,11,2023,0,1,0,0,0,57500.0,57700.0,57566.666666666664,57500.0,60000.0,700.0
2023-11-28,58200.0,21.0,16.1,26.8,0.0,0.0,14.3497,108.0005,23020.0,0,11,2023,0,1,0,0,0,58200.0,57500.0,57800.0,57500.0,60000.0,0.0
2023-11-29,58700.0,23.9,19.1,29.5,0.0,0.0,14.3497,108.0005,23020.0,0,11,2023,0,1,0,0,0,58200.0,58200.0,57966.666666666664,57500.0,58200.0,500.0
2023-11-30,58600.0,24.5,19.4,30.4,1.6,1.6,14.3497,108.0005,22990.0,1,11,2023,0,1,0,0,0,58700.0,58200.0,58366.666666666664,57500.0,58700.0,-100.0
2023-12-01,59400.0,25.3,23.2,29.5,0.0,0.0,14.3497,108.0005,22990.0,0,12,2023,0,1,0,0,0,58600.0,58700.0,58500.0,57500.0,58700.0,800.0
2023-12-04,59300.0,25.1,21.5,30.5,1.2,1.2,14.3497,108.0005,22990.0,0,12,2023,0,1,0,0,0,59400.0,58600.0,58900.0,57500.0,59400.0,-100.0
2023-12-05,59500.0,24.6,20.2,29.6,0.0,0.0,14.3497,108.0005,22990.0,0,12,2023,0,1,0,0,0,59300.0,59400.0,59100.0,57500.0,59400.0,200.0
2023-12-06,59900.0,23.6,17.5,30.6,0.0,0.0,14.3497,108.0005,22990.0,0,12,2023,0,1,0,0,0,59500.0,59300.0,59400.0,58200.0,59500.0,400.0
2023-12-07,59800.0,23.3,18.0,28.9,0.0,0.0,14.3497,108.0005,22320.0,1,12,2023,0,1,0,0,0,59900.0,59500.0,59566.666666666664,58200.0,59900.0,-100.0
2023-12-08,60200.0,23.5,17.5,30.2,0.0,0.0,14.3497,108.0005,22320.0,0,12,2023,0,1,0,0,0,59800.0,59900.0,59733.333333333336,58600.0,59900.0,400.0
2023-12-11,60500.0,23.0,15.9,32.2,0.0,0.0,14.3497,108.0005,22320.0,0,12,2023,0,1,0,0,0,60200.0,59800.0,59966.666666666664,58600.0,60200.0,300.0
2023-12-12,61500.0,22.8,15.9,29.8,0.0,0.0,14.3497,108.0005,22320.0,0,12,2023,0,1,0,0,0,60500.0,60200.0,60166.666666666664,59300.0,60500.0,1000.0
2023-12-13,63600.0,22.5,16.7,29.0,0.0,0.0,14.3497,108.0005,22320.0,0,12,2023,0,1,0,0,0,61500.0,60500.0,60733.333333333336,59300.0,61500.0,2100.0
2023-12-14,64300.0,23.7,16.8,31.4,0.0,0.0,14.3497,108.0005,21400.0,1,12,2023,0,1,0,0,0,63600.0,61500.0,61866.666666666664,59500.0,63600.0,700.0
2023-12-15,65700.0,24.1,18.1,32.2,0.0,0.0,14.3497,108.0005,21400.0,0,12,2023,0,1,0,0,0,64300.0,63600.0,63133.333333333336,59800.0,64300.0,1400.0
2023-12-18,67200.0,24.3,20.2,29.2,0.0,0.0,14.3497,108.0005,21400.0,0,12,2023,0,1,0,0,0,65700.0,64300.0,64533.333333333336,59800.0,65700.0,1500.0
2023-12-19,66600.0,23.3,17.8,29.2,0.0,0.0,14.3497,108.0005,21400.0,0,12,2023,0,1,0,0,0,67200.0,65700.0,65733.33333333333,60200.0,67200.0,-600.0
2023-12-20,68300.0,23.1,19.0,28.3,0.0,0.0,14.3497,108.0005,21400.0,0,12,2023,0,1,0,0,0,66600.0,67200.0,66500.0,60500.0,67200.0,1700.0
2023-12-25,67700.0,19.8,17.6,24.6,0.0,0.0,14.3497,108.0005,22140.0,0,12,2023,0,1,0,0,0,68300.0,66600.0,67366.66666666667,61500.0,68300.0,-600.0
2023-12-26,67700.0,21.5,18.0,26.5,0.0,0.0,14.3497,108.0005,22140.0,0,12,2023,0,1,0,0,0,67700.0,68300.0,67533.33333333333,63600.0,68300.0,0.0
2023-12-27,67700.0,22.0,17.5,28.1,0.0,0.0,14.3497,108.0005,22140.0,0,12,2023,0,1,0,0,0,67700.0,67700.0,67900.0,64300.0,68300.0,0.0
2023-12-28,67900.0,23.1,18.0,28.9,0.0,0.0,14.3497,108.0005,22140.0,1,12,2023,0,1,0,0,0,67700.0,67700.0,67700.0,65700.0,68300.0,200.0
2023-12-29,69800.0,24.1,20.0,30.0,0.3,0.3,14.3497,108.0005,22140.0,0,12,2023,0,1,0,0,0,67900.0,67700.0,67766.66666666667,66600.0,68300.0,1900.0
2024-01-01,68300.0,22.9,16.8,29.8,0.0,0.0,14.3497,108.0005,22140.0,0,1,2024,0,1,0,0,0,69800.0,67900.0,68466.66666666667,66600.0,69800.0,-1500.0
2024-01-02,68200.0,23.1,17.0,30.0,0.0,0.0,14.3497,108.0005,22140.0,0,1,2024,0,1,0,0,0,68300.0,69800.0,68666.66666666667,67700.0,69800.0,-100.0
2024-01-03,68000.0,22.7,17.5,28.7,0.0,0.0,14.3497,108.0005,22140.0,0,1,2024,0,1,0,0,0,68200.0,68300.0,68766.66666666667,67700.0,69800.0,-200.0
2024-01-04,67200.0,22.0,17.6,27.9,0.0,0.0,14.3497,108.0005,21910.0,1,1,2024,0,1,0,0,0,68000.0,68200.0,68166.66666666667,67700.0,69800.0,-800.0
2024-01-05,67600.0,20.8,14.1,28.5,0.0,0.0,14.3497,108.0005,21910.0,0,1,2024,0,1,0,0,0,67200.0,68000.0,67800.0,67200.0,69800.0,400.0
2024-01-08,67800.0,22.9,16.1,31.1,0.0,0.0,14.3497,108.0005,21910.0,0,1,2024,0,1,0,0,0,67600.0,67200.0,67600.0,67200.0,69800.0,200.0
2024-01-09,69400.0,23.0,15.9,32.0,0.0,0.0,14.3497,108.0005,21910.0,0,1,2024,0,1,0,0,0,67800.0,67600.0,67533.33333333333,67200.0,69800.0,1600.0
2024-01-10,70300.0,23.0,17.5,29.9,0.0,0.0,14.3497,108.0005,21910.0,0,1,2024,0,1,0,0,0,69400.0,67800.0,68266.66666666667,67200.0,69400.0,900.0
2024-01-11,70600.0,23.1,18.6,29.0,0.0,0.0,14.3497,108.0005,21930.0,1,1,2024,0,1,0,0,0,70300.0,69400.0,69166.66666666667,67200.0,70300.0,300.0
2024-01-12,70600.0,22.1,17.4,28.1,0.0,0.0,14.3497,108.0005,21930.0,0,1,2024,0,1,0,0,0,70600.0,70300.0,70100.0,67200.0,70600.0,0.0
2024-01-15,70500.0,20.7,14.7,27.6,0.0,0.0,14.3497,108.0005,21930.0,0,1,2024,0,1,0,0,0,70600.0,70600.0,70500.0,67200.0,70600.0,-100.0
2024-01-16,71100.0,21.3,15.9,27.5,0.0,0.0,14.3497,108.0005,21930.0,0,1,2024,0,1,0,0,0,70500.0,70600.0,70566.66666666667,67600.0,70600.0,600.0
2024-01-17,72600.0,21.6,15.4,28.9,0.0,0.0,14.3497,108.0005,21930.0,0,1,2024,0,1,0,0,0,71100.0,70500.0,70733.33333333333,67800.0,71100.0,1500.0
2024-01-18,72200.0,22.8,16.3,30.8,0.0,0.0,14.3497,108.0005,22480.0,1,1,2024,0,1,0,0,0,72600.0,71100.0,71400.0,69400.0,72600.0,-400.0
2024-01-19,70900.0,22.9,16.0,31.5,0.0,0.0,14.3497,108.0005,22480.0,0,1,2024,0,1,0,0,0,72200.0,72600.0,71966.66666666667,70300.0,72600.0,-1300.0
2024-01-22,72300.0,22.6,17.9,29.8,0.0,0.0,14.3497,108.0005,22480.0,0,1,2024,0,1,0,0,0,70900.0,72200.0,71900.0,70500.0,72600.0,1400.0
2024-01-23,74100.0,21.9,17.6,27.9,0.0,0.0,14.3497,108.0005,22480.0,0,1,2024,0,1,0,0,0,72300.0,70900.0,71800.0,70500.0,72600.0,1800.0
2024-01-24,73500.0,21.5,19.2,25.3,0.0,0.0,14.3497,108.0005,22480.0,0,1,2024,0,1,0,0,0,74100.0,72300.0,72433.33333333333,70500.0,74100.0,-600.0
2024-01-25,74400.0,21.6,18.5,26.1,0.0,0.0,14.3497,108.0005,23400.0,1,1,2024,0,1,0,0,0,73500.0,74100.0,73300.0,70900.0,74100.0,900.0
2024-01-26,75400.0,21.8,18.4,27.5,0.0,0.0,14.3497,108.0005,23400.0,0,1,2024,0,1,0,0,0,74400.0,73500.0,74000.0,70900.0,74400.0,1000.0
2024-01-29,76600.0,22.3,17.4,29.0,0.0,0.0,14.3497,108.0005,23400.0,0,1,2024,0,1,0,0,0,75400.0,74400.0,74433.33333333333,70900.0,75400.0,1200.0
2024-01-30,77400.0,22.5,14.6,33.2,0.0,0.0,14.3497,108.0005,23400.0,0,1,2024,0,1,0,0,0,76600.0,75400.0,75466.66666666667,70900.0,76600.0,800.0
2024-01-31,78600.0,22.8,15.6,31.2,0.0,0.0,14.3497,108.0005,23400.0,0,1,2024,0,1,0,0,0,77400.0,76600.0,76466.66666666667,72300.0,77400.0,1200.0
2024-02-01,78400.0,23.7,16.0,32.8,0.0,0.0,14.3497,108.0005,24160.0,1,2,2024,0,1,0,0,0,78600.0,77400.0,77533.33333333333,73500.0,78600.0,-200.0
2024-02-02,78400.0,24.3,17.1,32.3,0.0,0.0,14.3497,108.0005,24160.0,0,2,2024,0,1,0,0,0,78400.0,78600.0,78133.33333333333,73500.0,78600.0,0.0
2024-02-05,78200.0,25.4,18.5,33.5,0.4,0.4,14.3497,108.0005,24160.0,0,2,2024,0,1,0,0,0,78400.0,78400.0,78466.66666666667,74400.0,78600.0,-200.0
2024-02-06,78200.0,25.8,19.0,34.2,0.1,0.1,14.3497,108.0005,24160.0,0,2,2024,0,1,0,0,0,78200.0,78400.0,78333.33333333333,75400.0,78600.0,0.0
2024-02-07,78300.0,25.8,19.0,33.3,0.1,0.1,14.3497,108.0005,24160.0,0,2,2024,0,1,0,0,0,78200.0,78200.0,78266.66666666667,76600.0,78600.0,100.0
2024-02-08,78900.0,25.6,19.2,33.8,0.0,0.0,14.3497,108.0005,23260.0,1,2,2024,0,1,0,0,0,78300.0,78200.0,78233.33333333333,77400.0,78600.0,600.0
2024-02-09,78900.0,24.6,19.9,31.6,0.0,0.0,14.3497,108.0005,23260.0,0,2,2024,0,1,0,0,0,78900.0,78300.0,78466.66666666667,78200.0,78900.0,0.0
2024-02-12,79600.0,21.3,17.9,27.1,0.0,0.0,14.3497,108.0005,23260.0,0,2,2024,0,1,0,0,0,78900.0,78900.0,78700.0,78200.0,78900.0,700.0
2024-02-13,79400.0,22.3,14.9,30.5,0.0,0.0,14.3497,108.0005,23260.0,0,2,2024,0,1,0,0,0,79600.0,78900.0,79133.33333333333,78200.0,79600.0,-200.0
2024-02-14,78500.0,23.6,16.1,33.0,0.0,0.0,14.3497,108.0005,23260.0,0,2,2024,0,1,0,0,0,79400.0,79600.0,79300.0,78200.0,79600.0,-900.0
2024-02-15,77700.0,24.4,17.0,33.8,0.4,0.4,14.3497,108.0005,23910.0,1,2,2024,0,1,0,0,0,78500.0,79400.0,79166.66666666667,78200.0,79600.0,-800.0
2024-02-16,78900.0,23.9,19.0,30.9,0.0,0.0,14.3497,108.0005,23910.0,0,2,2024,0,1,0,0,0,77700.0,78500.0,78533.33333333333,77700.0,79600.0,1200.0
2024-02-19,80000.0,25.3,17.8,33.5,0.0,0.0,14.3497,108.0005,23910.0,0,2,2024,0,1,0,0,0,78900.0,77700.0,78366.66666666667,77700.0,79600.0,1100.0
2024-02-20,81800.0,25.8,18.3,34.2,0.0,0.0,14.3497,108.0005,23910.0,0,2,2024,0,1,0,0,0,80000.0,78900.0,78866.66666666667,77700.0,80000.0,1800.0
2024-02-21,81400.0,26.2,18.9,34.4,0.0,0.0,14.3497,108.0005,23910.0,0,2,2024,0,1,0,0,0,81800.0,80000.0,80233.33333333333,77700.0,81800.0,-400.0
2024-02-22,82200.0,25.9,19.2,35.0,0.1,0.1,14.3497,108.0005,24060.0,1,2,2024,0,1,0,0,0,81400.0,81800.0,81066.66666666667,77700.0,81800.0,800.0
2024-02-23,82200.0,25.2,17.1,35.6,0.0,0.0,14.3497,108.0005,24060.0,0,2,2024,0,1,0,0,0,82200.0,81400.0,81800.0,77700.0,82200.0,0.0
2024-02-26,81900.0,23.9,15.1,34.0,0.0,0.0,14.3497,108.0005,24060.0,0,2,2024,0,1,0,0,0,82200.0,82200.0,81933.33333333333,77700.0,82200.0,-300.0
2024-02-27,82100.0,24.7,19.6,31.6,0.1,0.1,14.3497,108.0005,24060.0,0,2,2024,0,1,0,0,0,81900.0,82200.0,82100.0,78900.0,82200.0,200.0
2024-02-28,83400.0,24.5,18.0,32.5,0.0,0.0,14.3497,108.0005,24060.0,0,2,2024,0,1,0,0,0,82100.0,81900.0,82066.66666666667,80000.0,82200.0,1300.0
2024-02-29,83200.0,24.7,16.6,34.0,0.0,0.0,14.3497,108.0005,23920.0,1,2,2024,0,1,0,0,0,83400.0,82100.0,82466.66666666667,81400.0,83400.0,-200.0
2024-03-01,84300.0,24.7,19.9,31.2,0.0,0.0,14.3497,108.0005,23920.0,0,3,2024,0,1,0,0,0,83200.0,83400.0,82900.0,81400.0,83400.0,1100.0
2024-03-04,85600.0,25.7,17.0,35.3,0.0,0.0,14.3497,108.0005,23920.0,0,3,2024,0,1,0,0,0,84300.0,83200.0,83633.33333333333,81900.0,84300.0,1300.0
2024-03-05,86700.0,26.8,18.7,35.2,0.0,0.0,14.3497,108.0005,23920.0,0,3,2024,0,1,0,0,0,85600.0,84300.0,84366.66666666667,81900.0,85600.0,1100.0
2024-03-06,86600.0,28.0,20.5,36.3,0.0,0.0,14.3497,108.0005,23920.0,0,3,2024,0,1,0,0,0,86700.0,85600.0,85533.33333333333,81900.0,86700.0,-100.0
2024-03-07,88400.0,27.6,21.0,37.0,0.0,0.0,14.3497,108.0005,23550.0,1,3,2024,0,1,0,0,0,86600.0,86700.0,86300.0,82100.0,86700.0,1800.0
2024-03-08,88400.0,25.8,19.9,33.5,0.0,0.0,14.3497,108.0005,23550.0,0,3,2024,0,1,0,0,0,88400.0,86600.0,87233.33333333333,83200.0,88400.0,0.0
2024-03-11,90500.0,25.5,17.9,34.0,0.0,0.0,14.3497,108.0005,23550.0,0,3,2024,0,1,0,0,0,88400.0,88400.0,87800.0,83200.0,88400.0,2100.0
2024-03-12,90800.0,26.1,20.0,34.5,0.0,0.0,14.3497,108.0005,23550.0,0,3,2024,0,1,0,0,0,90500.0,88400.0,89100.0,84300.0,90500.0,300.0
2024-03-13,91300.0,26.1,18.6,34.3,0.4,0.4,14.3497,108.0005,23550.0,0,3,2024,0,1,0,0,0,90800.0,90500.0,89900.0,85600.0,90800.0,500.0
2024-03-14,90800.0,25.8,19.3,33.6,0.6,0.6,14.3497,108.0005,23540.0,1,3,2024,0,1,0,0,0,91300.0,90800.0,90866.66666666667,86600.0,91300.0,-500.0
2024-03-15,91400.0,26.3,18.0,36.0,0.0,0.0,14.3497,108.0005,23540.0,0,3,2024,0,1,0,0,0,90800.0,91300.0,90966.66666666667,86600.0,91300.0,600.0
2024-03-18,94750.0,26.5,18.0,36.7,0.0,0.0,14.3497,108.0005,23540.0,0,3,2024,0,1,0,0,0,91400.0,90800.0,91166.66666666667,88400.0,91400.0,3350.0
2024-03-19,92933.0,25.2,16.8,34.3,0.0,0.0,14.3497,108.0005,23540.0,0,3,2024,0,1,0,0,0,94750.0,91400.0,92316.66666666667,88400.0,94750.0,-1817.0
2024-03-20,93533.0,25.0,20.8,30.9,0.4,0.4,14.3497,108.0005,23540.0,0,3,2024,0,1,0,0,0,92933.0,94750.0,93027.66666666667,90500.0,94750.0,600.0
2024-03-21,94533.0,25.4,21.5,31.6,0.3,0.3,14.3497,108.0005,24280.0,1,3,2024,0,1,0,0,0,93533.0,92933.0,93738.66666666667,90800.0,94750.0,1000.0
2024-03-22,94033.0,25.8,18.0,34.8,0.0,0.0,14.3497,108.0005,24280.0,0,3,2024,0,1,0,0,0,94533.0,93533.0,93666.33333333333,90800.0,94750.0,-500.0
2024-03-25,94800.0,26.9,21.1,34.5,0.7,0.7,14.3497,108.0005,24280.0,0,3,2024,0,1,0,0,0,94033.0,94533.0,94033.0,90800.0,94750.0,767.0
2024-03-26,96300.0,26.9,19.0,37.0,0.0,0.0,14.3497,108.0005,24280.0,0,3,2024,0,1,0,0,0,94800.0,94033.0,94455.33333333333,91400.0,94800.0,1500.0
